situacaoEmpresa,tipoEmpresa,cnpj,razaoSocial,endereco,bairro,municipio,uf,cep,telefone,motoristasHabilitados,rodoviarioAtivo,semiurbanoAtivo,fretamentoAtivo,codigoTAFfretamento,numLinhasAtivasRodoviarioInterestadual,numLinhasAtivasSemiurbanoInterestadual,numLicencasFretamento12mesesInterestadual,numLinhasAtivasRodoviarioInternacional,numLinhasAtivasSemiurbanoInternacional,numLicencasFretamento12mesesInternacional,numVeiculosTipoOnibus,numVeiculosTipoMicroOnibus,numVeiculosTipoSemiurbano,numVeiculosAtivosRodoviario,numVeiculosAtivosSemiurbano,numVeiculosAtivosFretamento,numViagensAcumAnoRodoviarioInterestadual,numViagensAcumAnoSemiurbanoInterestadual,numLicencasAcumAnoFretamentoInterestadual,numPassageirosAcumAnoRodoviarioInterestadual,numPassageirosAcumAnoSemiurbanoInterestadual,numPassageirosAcumAnoFretamentoInterestadual,numViagensAcumAnoRodoviarioInternacional,numViagensAcumAnoSemiurbanoInternacional,numLicencasAcumAnoFretamentoInternacional,numPassageirosAcumAnoRodoviarioInternacional,numPassageirosAcumAnoSemiurbanoInternacional,numPassageirosAcumAnoFretamentoInternacional,dataReferencia
ativa,nacional,14.994.531/0001-51,BENJAMIN TRANSPORTES LTDA - ME,"VILA PALMEIRA, 1649",CENTRO,BENJAMIN CONSTANT DO SUL,RS,99650000,54-9987-9110,5,não,não,sim,438559,0,0,11,0,0,0,3,0,0,0,0,3,0,0,4,0,0,141,0,0,0,0,0,0,43007
ativa,nacional,14.994.737/0001-81,VENEZA TURISMO VIAGENS LTDA - ME,"AVENIDA DA INTEGRAÇÃO, Nº 1791",BAIRRO ALTO,CURITIBA,PR,82840290,41-3367-1846,13,não,não,sim,417552,0,0,25,0,0,0,0,1,0,0,0,1,0,0,16,0,0,203,0,0,0,0,0,0,43007
ativa,nacional,14.998.387/0001-21,PAIANO TRANSPORTES LTDA - ME,"RUA HERCULANO DE ARAUJO FILHO, Nº 525",CIDADE INDUSTRIAL,CURITIBA,PR,81460209,41-3268-6822,5,não,não,sim,419627,0,0,23,0,0,0,0,1,0,0,0,1,0,0,13,0,0,151,0,0,0,0,0,0,43007
ativa,nacional,15.019.016/0001-13,GR LOCADORA E FRETAMENTO LTDA ME,RUA PERNAMBUCO 383,VILA MARIA,ALTINOPOLIS,SP,14350000,16-3665-3051,0,não,não,sim,351801,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.026.468/0001-22,VANFÁCIL AGÊNGIA DE VIAGENS E TURISMO LTDA - ME,"RUA BARBACENA, Nº 100",ANITA GARIBALDI,JOINVILLE,SC,89203355,47-30271475,4,não,não,sim,429420,0,0,16,0,0,0,0,2,0,0,0,2,0,0,10,0,0,135,0,0,0,0,0,0,43007
ativa,nacional,15.027.474/0001-02,KRAVETZ TRANSPORTES RODOVIARIOS LTDA - ME,"RUA ANOR GOMES DE CASTRO, N°39",CAPÃO DA IMBUIA,CURITIBA,PR,82810430,41-3538-2692,2,não,não,sim,411535,0,0,23,0,0,0,1,0,0,0,0,1,0,0,19,0,0,271,0,0,0,0,0,0,43007
ativa,nacional,15.029.781/0001-14,MERIDIAN TURISTICA EIRELI - ME,"RUA AUGUSTO CESAR PEREIRA, Nº 142",SAO JOSE,SAO JOAO NEPOMUCENO,MG,36680000,32-3261-6170,10,não,não,sim,319555,0,0,89,0,0,0,1,2,0,0,0,3,0,0,61,0,0,1155,0,0,0,0,0,0,43007
ativa,nacional,15.034.334/0001-53,SID VAN LOCADORA DE VEICULOS LTDA - ME,"RUA PADRE NATALINO, 29",CENTRO,MONTE SIAO,MG,37580000,19-19 99662 9361,1,não,não,sim,311839,0,0,3,0,0,0,2,0,0,0,0,2,0,0,2,0,0,31,0,0,0,0,0,0,43007
ativa,nacional,15.038.308/0001-01,DAL 'AGNOL TRANSPORTE E TURISMO LTDA,"RUA SANTIAGO, 1996",CENTRO,VERA,MT,78880000,66-99622-3636,5,não,não,sim,518260,0,0,2,0,0,0,2,0,0,0,0,2,0,0,1,0,0,40,0,0,0,0,0,0,43007
ativa,nacional,15.039.619/0001-87,FAUSTINO TUR TRANSPORTES LTDA - ME,"RUA: RIO DOCE, N° 415, LOJA 1",ALVORADA,TIMOTEO,MG,35180636,31-8567-3943,22,não,não,sim,317614,0,0,20,0,0,0,2,0,0,0,0,2,0,0,15,0,0,595,0,0,0,0,0,0,43007
ativa,nacional,15.055.121/0001-08,HIGHLAND BARRA LTDA-ME,"RUA CEARA, Nº 95 LOJA B",PRACA DA BANDEIRA,RIO DE JANEIRO,RJ,20270160,21-99194-4693,0,não,não,sim,332217,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.055.656/0001-89,PREMIO LOCAÇÃO DE VEICULOS E TURISMO LTDA,"R. PAULA LEITE, N° 371, CASA 01",LAGES,PARACAMBI,RJ,26600000,21-26833420,2,não,não,sim,339467,0,0,9,0,0,0,0,1,0,0,0,1,0,0,5,0,0,65,0,0,0,0,0,0,43007
ativa,nacional,15.057.586/0001-06,AM DOS SANTOS TRANSPORTES PAZUTI EIRELI ME,"R, JULIO SIMÕES, 3, CASA 1",CAMPO BELO,SAO PAULO,SP,4606020,11-947142990,4,não,não,sim,351417,0,0,12,0,0,0,2,1,0,0,0,3,0,0,10,0,0,124,0,0,0,0,0,0,43007
ativa,nacional,15.058.476/0001-50,AGM TUR TRANSPORTES LTDA-ME,"RUA NASCENTE, Nº 1646",PINHEIRINHO,GUAPORÉ,RS,99200000,54-3443-6202,25,não,não,sim,437457,0,0,1,0,0,87,2,0,0,0,0,2,0,0,0,0,0,0,0,0,49,0,0,1180,43007
ativa,nacional,15.059.055/0001-44,IRACI BATISTA ALVES CASTRO EIRELI,R. RAMIRO JULIO FERREIRA Nº189 SALA 02,CENTRO,PIUMHI,MG,37925000,37-999834960,1,não,não,sim,319845,0,0,5,0,0,0,1,1,0,0,0,2,0,0,2,0,0,19,0,0,0,0,0,0,43007
ativa,nacional,15.074.226/0001-04,AVALON TURISMO E VIAGENS EIRELI-ME,ABILIO MACHADO 355OJA B,DOM BOSCO,BELO HORIZONTE,MG,30830050,31-2127-2289,19,não,não,sim,318603,0,0,60,0,0,0,3,0,0,0,0,3,0,0,35,0,0,1602,0,0,0,0,0,0,43007
ativa,nacional,15.094.641/0001-20,V.V WOLFART & CIA LTDA - ME,"R. RUI BARBOSA, 2396",CENTRO,TOLEDO,PR,85900040,45-30548999,7,não,não,sim,410637,0,0,26,0,0,0,1,0,0,0,0,1,0,0,20,0,0,808,0,0,0,0,0,0,43007
ativa,nacional,15.110.131/0001-07,F.S.M LOCAÇÕES E TRANSPORTE LTDA,"AVENIDA SENADOR SOUZA NAVES, 289, SALA 101, ANDAR 10",CENTRO,LONDRINA,PR,86010914,43-30257544,13,não,não,sim,419092,0,0,65,0,0,3,0,3,0,0,0,3,0,0,47,0,0,600,0,0,2,0,0,36,43007
ativa,nacional,15.127.013/0001-01,V N CONTI FERREIRA TRANSPORTE - ME,"RUA BENEDITO ALCINDO DA FONSECA, 1110 SALA B",SANTOS DUMONT,TRES LAGOAS,MS,79621060,67-3524-0166,19,não,não,sim,507630,0,0,265,0,0,3,4,0,0,0,0,4,0,0,175,0,0,6031,0,0,3,0,0,94,43007
ativa,nacional,15.129.642/0001-62,DRS LOCAÇOES DE VEICULOS LTDA,"RUA: ALHANDRA, 226 -",IBURA,RECIFE,PE,51220100,81-3339-8247 /33395563,23,não,não,sim,267706,0,0,239,0,0,0,6,2,0,0,0,8,0,0,149,0,0,3654,0,0,0,0,0,0,43007
ativa,nacional,15.130.681/0001-80,PEIXOTO TRANSPORTE E LOCAÇÃO LTDA - ME,"AVENIDA DOS AÇORES,Nº 124",BOM JESUS,VOLTA REDONDA,RJ,27281290,24-30750087,15,não,não,sim,338338,0,0,304,0,0,0,2,2,0,0,0,4,0,0,203,0,0,6732,0,0,0,0,0,0,43007
ativa,nacional,15.132.054/0001-88,NAIOT TURISMO E TRANSPORTE LTDA EPP,RUA JOSÉ MACHADO DA SILVEIRA JUNIOR,RESIDENCIAL VENEZA,ANAPOLIS,GO,75071800,62-85732081,1,não,não,sim,529267,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.132.317/0001-59,C.TURISMO E TRANSPORTE - EIRELI,"AV MATO GROSSO, Nº 915, LETRA D",NOSSA SENHORA APARECIDA,UBERLANDIA,MG,38400724,34-99106-1997,3,não,não,sim,312122,0,0,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,15,0,0,0,0,0,0,43007
ativa,nacional,15.139.310/0001-69,SSN TRANSPORTES LTDA - ME,"RUA EVILÁZIO NUNES DE AZEVEDO N 278, QD 2, LOTE 06",CENTRO,SANTA HELENA DE GOIAS,GO,75920000,64-992115085,4,não,não,sim,520227,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,92,0,0,0,0,0,0,43007
ativa,nacional,15.151.851/0001-02,GIROTUR TRANSPORTES EIRELI - ME,RUA OCIDIO DA COSTA Nº 57,CENTRO,IGUATEMI,MS,79960000,67-6734712326,8,não,não,sim,507669,0,0,122,0,0,137,3,1,0,0,0,4,0,0,91,0,0,3825,0,0,93,0,0,1100,43007
ativa,nacional,15.181.923/0001-64,FDA LOCADORA & TURISMO EIRELI - ME,"QR. 04, CONJ. C, LOTE 13 LOJA 01",CANDANGOLÂNDIA,BRASILIA,DF,71725403,61-61 3039-2868,10,não,não,sim,539367,0,0,65,0,0,0,0,1,0,0,0,1,0,0,43,0,0,409,0,0,0,0,0,0,43007
ativa,nacional,15.192.376/0001-12,SILVEIRA E GONÇALVES TURISMO LTDA - ME,"RUA TIRADENTES, 481 F",CENTRO,MONTES CLAROS,MG,39400000,38-32214991,11,não,não,sim,318119,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.196.543/0001-01,EDNATUR TRANSPORTE LTDA-ME,RUA DORCELINO Nº96,CENTRO,NAQUE,MG,35040570,33-32987126,23,não,não,sim,318648,0,0,135,0,0,0,5,0,0,0,0,5,0,0,86,0,0,2275,0,0,0,0,0,0,43007
ativa,nacional,15.199.291/0001-66,GONÇALVES E NASCIMENTO TRANSPORTE LTDA,RUA CORBELIA 1618,ALTO TARUMA,PINHAIS,PR,83325260,41-30561733,5,não,não,sim,418368,0,0,48,0,0,0,2,0,0,0,0,2,0,0,25,0,0,946,0,0,0,0,0,0,43007
ativa,nacional,15.209.167/0001-34,COOPVANS COOPERATIVA E LOCADORA DOS PROPRIETARIOS DE VANS E VEICULOS DO RN,"RUA AURIS COELHO, 45 - EDIFÍCIO LEDA MARIA - SALA 306",LAGOA NOVA,NATAL,RN,59075050,84-20201315,19,não,não,sim,241140,0,0,37,0,0,0,4,5,0,0,0,9,0,0,31,0,0,365,0,0,0,0,0,0,43007
ativa,nacional,15.227.914/0001-67,WORLD TURISMO LTDA,"RUA DR. PEDRO MATOS, 600",CENTRO,MACAIBA,RN,59280000,084-9407-1334,44,não,não,sim,247681,0,0,55,0,0,0,1,0,0,0,0,1,0,0,28,0,0,1089,0,0,0,0,0,0,43007
ativa,nacional,15.233.181/0001-73,NERY TURISMO LTDA - ME,"TV BELA VISTA, Nº 40",VARGEM DOS GONÇALVES,RIO ESPERA,MG,36460000,031-37631260,1,não,não,sim,311328,0,0,4,0,0,0,1,0,0,0,0,1,0,0,4,0,0,59,0,0,0,0,0,0,43007
ativa,nacional,15.235.799/0001-72,R13 TRANSPORTES E SERVIÇOS LTDA-EPP,"RUA LUIZ REGIS PACHECO,13",URUGUAI,SALVADOR,BA,40451360,71-3344-1313,7,não,não,sim,298701,0,0,12,0,0,0,3,0,0,0,0,3,0,0,7,0,0,332,0,0,0,0,0,0,43007
ativa,nacional,15.262.903/0001-18,MÁXIMA TRANSPORTE E LOCAÇÃO DE VEICULOS EIRELI - ME,"RUA JONAS MUSSI,N° 385",SOL E MAR,MACAÉ,RJ,27940550,22-2762-5464,23,não,não,sim,339436,0,0,3,0,0,0,1,2,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,43007
ativa,nacional,15.266.908/0001-19,JS TRANSPORTES E TURISMO LTDA ME,RUA JOSE AGUIAR Nº 1125,JARDIM REGALITO,SAO FRANCISCO,MG,39300000,38-3631-3220,13,não,não,sim,317575,0,0,142,0,0,0,6,0,0,0,0,6,0,0,88,0,0,3271,0,0,0,0,0,0,43007
ativa,nacional,15.287.178/0001-32,AV AGÊNCIA DE VIAGENS E TURISMO LTDA -ME,"SERV. ARGENTINA BARCELOS SILVEIRA, Nº 240 FUNDOS",RIO VERMELHO,FLORIANOPOLIS,SC,88060205,48-99131-8375,2,não,não,sim,421169,0,0,3,0,0,1,1,0,0,0,0,1,0,0,2,0,0,21,0,0,0,0,0,0,43007
ativa,nacional,15.287.403/0001-30,A.M.PORTO LOCAÇÃO E TRANSPORTE EIRELI,RUA MANUEL MENDES RIBEIRO 105,VILA BUENOS AIRES,SAO PAULO,SP,3737030,11-947495078,1,não,não,sim,351868,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.288.408/0001-88,CENTRO OESTE TURISMO E FRETAMENTO LTDA -ME,AVENIDA G N 81,NOSSA SENHORA DO CARMO,CARMO DO CAJURU,MG,35510000,37-999483776,4,não,não,sim,310101,0,0,18,0,0,0,0,0,0,0,0,0,0,0,15,0,0,743,0,0,0,0,0,0,43007
ativa,nacional,15.293.637/0001-90,LEA SIMONE BRITO DE LIMA EIRELI - ME,"AE-QSE AREA ESPECIAL LOTE 09,PARTE A STR. OFICINAS",TAGUATINGA,,,72025015,61-3356-2617,0,não,não,sim,na.9471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.300.501/0001-60,SILVA E SILVA TRANSPORTES E SEVIÇOS LTDA,RUA DO UNA N 24,CABANAGEM,BELÉM,PA,66625153,91-91980811302,24,não,não,sim,158425,0,0,7,0,0,0,2,0,0,0,0,2,0,0,6,0,0,281,0,0,0,0,0,0,43007
ativa,nacional,15.319.837/0001-75,REALCE VIAGENS E TRANSPORTE LTDA - EPP,"RUA CATARINA DE CASTRO, 48",MORRO DA GLORIA,JUIZ DE FORA,MG,36036060,32-32242999,6,não,não,sim,318747,0,0,58,0,0,0,2,0,0,0,0,2,0,0,33,0,0,821,0,0,0,0,0,0,43007
ativa,nacional,15.323.975/0001-28,PIRES E CRUZ LTDA - ME,"TRAV. CASTELO BRANCO, 2200",GUAMA,BELÉM,PA,66063000,91-3249-6063,28,não,não,sim,151878,0,0,177,0,0,1,10,0,0,0,0,10,0,0,104,0,0,4669,0,0,1,0,0,52,43007
ativa,nacional,15.336.818/0001-57,CANTUR TURISMO LTDA ME,"AVENIDA JORGE LACERDA, Nº 2108",COSTEIRA DO PIRAJUBAE,FLORIANOPOLIS,SC,88047001,48-33342070,6,não,não,sim,427584,0,0,33,0,0,2,3,0,0,0,0,3,0,0,21,0,0,704,0,0,1,0,0,41,43007
ativa,nacional,15.337.067/0001-93,ANDRE RENATO TRANSPORTE LTDA -ME,RUA ARY DORNELLAS CARNEIRO Nº 1785 SALA 01,VILA MUNICIPAL,PEREIRA BARRETO,SP,15370000,18-37041113,0,não,não,sim,353048,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.348.795/0001-09,SOUZA LOCADORA TURISMO E FRETAMENTO LTDA-ME,RUA SAO JOAO DEL REI N405,ELDORADO,JUIZ DE FORA,MG,36046250,32-32243218,46,não,não,sim,318728,0,0,269,0,0,0,9,0,0,0,0,9,0,0,195,0,0,7513,0,0,0,0,0,0,43007
ativa,nacional,15.359.366/0001-29,KELLY APARECIDA BOEIRA E CIA LTDA,"RUA PAVÃO,95",PONTAL DO SUL,PONTAL DO PARANA,PR,83255000,41-3455-2686,12,não,não,sim,418979,0,0,83,0,0,0,5,1,0,0,0,6,0,0,45,0,0,897,0,0,0,0,0,0,43007
ativa,nacional,15.363.049/0001-86,TRANSPORTES FERREIRA'S LTDA - ME,"AVENIDA VICENTE DE PAULA LIMA,  N° 161 SALA",ALBUCACYS DE CASTRO,MIRADOURO,MG,36893000,32-3753-1685,4,não,não,sim,319636,0,0,14,0,0,0,1,1,0,0,0,2,0,0,6,0,0,81,0,0,0,0,0,0,43007
ativa,nacional,15.385.426/0001-88,JAIR DA CUNHA TEIXEIRA EIRELI-ME,"RUA MADRE MARIA MARGARIDA N° 40,",SANTO AFONSO,NOVO HAMBURGO,RS,93420340,51-3587-2800-8427-2543,10,não,não,sim,438127,0,0,22,0,0,0,2,0,0,0,0,2,0,0,7,0,0,118,0,0,0,0,0,0,43007
ativa,nacional,15.396.085/0001-46,NOVA SERRANA TRANSPORTES E TURISMO LTDA ME,"AVENIDA POÇOS DE CALDAS, 214 SALA 03",DISTRITO INDUSTRIAL,ITAJUBA,MG,37504126,35-3623-1305,11,não,não,sim,317663,0,0,50,0,0,0,8,0,0,0,0,8,0,0,39,0,0,1619,0,0,0,0,0,0,43007
ativa,nacional,15.415.179/0001-15,GOMES VIAGENS LTDA ME,"RUA FENELON SILVA, 2248 LETRA A SUL",LOURIVAL PARENTE,TERESINA,PI,64023290,86-32119099,7,não,não,sim,228251,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.419.570/0001-98,TRANSPORTADORA TURISTICA MENDES E MARIANO LTDA,"RUA MOACIR FALAGASTA, Nº 2791",JARDIM TROPICAL,FRANCA,SP,14407061,16-3225-4585,24,não,não,sim,358411,0,0,55,0,0,0,7,0,0,0,0,7,0,0,42,0,0,1644,0,0,0,0,0,0,43007
ativa,nacional,15.426.215/0001-46,FONSECA & OLIVEIRA TRANSPORTES TURISMO LTDA,"RUA VINTE E UM DE ABRIL,1241-A",VILA MARIA,UBERLANDIA,MG,38401574,34-3241-4914,2,não,não,sim,319583,0,0,24,0,0,0,3,0,0,0,0,3,0,0,15,0,0,202,0,0,0,0,0,0,43007
ativa,nacional,15.432.957/0001-84,MARCO ANTONIO DA ROSA EIRELI,ANA BERALDO SIMÕES 130,SÃO JOAQUIM,POUSO ALEGRE,MG,37550000,35-88242629,5,não,não,sim,319025,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.435.388/0001-20,V.B. DA SILVA TRANSPORTE EIRELI.ME,AV. AMAZONAS Nº 4799,SANTA FELICIDADE,ALTA FLORESTA D'OESTE,RO,76954000,69-3641-3377,1,não,não,sim,119569,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.438.664/0001-04,MUNDIAL TURISMO E LOCAÇÃO LTDA - ME,"RUA JOSÉ GERALDO LADEIRA, 117, LOJA 02",RENASCER,RIO NOVO,MG,36150000,32-3274-1746,5,não,não,sim,312197,0,0,4,0,0,0,2,0,0,0,0,2,0,0,2,0,0,32,0,0,0,0,0,0,43007
ativa,nacional,15.459.740/0001-68,TRM TURISMO E FRETAMENTO LTDA - ME,RUA DOMINGOS DALAMURO N 290 CASA 3,SANTO ANTONIO,JUIZ DE FORA,MG,36071330,32-87012537,5,não,não,sim,319094,0,0,79,0,0,0,1,1,0,0,0,2,0,0,46,0,0,970,0,0,0,0,0,0,43007
ativa,nacional,15.474.486/0001-77,VIACAO SETE LTDA,RUA TIBURCIO PENA Nº 529 - PARQUE ALVORADA,,TIMON,MA,65633310,,4,sim,não,sim,219390,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.495.875/0001-89,W.L.L CUNHA TRANSPORTES TURISMO LTDA,"RUA VIA ACESSO ONZE, N°208, VILA TIJUCA",PROTASIO ALVES,PORTO ALEGRE,RS,91450400,51-99800-6472,5,não,não,sim,431958,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,40,0,0,0,0,0,0,43007
ativa,nacional,15.504.022/0001-66,S J A RAHMAN EIRELI,"AL NOSSA SENHORA DE NAZARÉ, 220",DISTRITO INDUSTRIAL,ANANINDEUA,PA,67035115,91-3115-7885,63,não,não,sim,158401,0,0,141,0,0,3,8,0,0,0,0,8,0,0,78,0,0,3430,0,0,2,0,0,79,43007
ativa,nacional,15.513.222/0001-85,NADSTUR AGENCIA DE VIAGENS E TURISMO,RUA OSASCO Nº 359,VENDA NOVA,BELO HORIZONTE,MG,31573000,31-34535258,10,não,não,sim,317776,0,0,47,0,0,0,3,0,0,0,0,3,0,0,26,0,0,1132,0,0,0,0,0,0,43007
ativa,nacional,15.518.903/0001-36,AWM E LASP TRANSPORTE E TURISMO LTDA - ME,"RUA DUARTE COELHO DE ALBUQUERQUE, 9 - QUADRA C - LOTE 9",REALENGO,RIO DE JANEIRO,RJ,21730560,21-21655882,2,não,não,sim,339271,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,15,0,0,0,0,0,0,43007
ativa,nacional,15.530.008/0001-37,HCP TRANSPORTES E TURISMO LTDA - ME,RUA GEOVANI PEDUZZI Nº383,CÓRREGO DO OURO,SANTOS DUMONT,MG,36240000,32-32520805,2,não,não,sim,319434,0,0,19,0,0,0,1,1,0,0,0,2,0,0,10,0,0,113,0,0,0,0,0,0,43007
ativa,nacional,15.548.800/0001-19,JOKA LOCAÇÃO DE VEICULOS LTDA - ME,"RUA 7 DE SETEMBRO, 1550",CENTRO,PONTA GROSSA,PR,84010350,42-30285016,12,não,não,sim,419497,0,0,16,0,0,0,2,0,0,0,0,2,0,0,9,0,0,98,0,0,0,0,0,0,43007
ativa,nacional,15.563.366/0001-46,REALIZA TRANSPORTES LTDA,"R. VISCONDE DE PELOTAS, 1176, APT.31",CENTRO,CAXIAS DO SUL,RS,95020183,54-99051130,0,não,não,sim,439818,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.574.293/0001-98,BRUNO BORGES NASCIMENTO EIRELI,"RUA X8, Nº 60 A",PEDRA NEGRA,NANUQUE,MG,39860000,33-3621-5794,0,não,não,sim,311857,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.598.761/0001-64,SAD TRANSPORTES E TURISMO LTDA ME,"RUA COND  D EU, Nº 151.",CENTRO,VENANCIO AIRES,RS,95800000,51-8425-0753,3,não,não,sim,437646,0,0,3,0,0,44,1,0,0,0,0,1,0,0,2,0,0,60,0,0,24,0,0,578,43007
ativa,nacional,15.610.555/0001-22,LUIZ CARLOS TIAGO EIRELI,RUA TITO FULGENCIO Nº 164 SALA 201,CENTRO,MONTE CARMELO,MG,38500000,34-343842-4142,11,não,não,sim,317574,0,0,109,0,0,0,7,0,0,0,0,7,0,0,68,0,0,2280,0,0,0,0,0,0,43007
ativa,nacional,15.615.601/0001-86,3S MINAS LOCADORA DE VEICULOS E FRETAMENTO LTDA,RUA SALVADOR PENTEADO 150 FUNDOS SALA 01,VILA ROSI E BORGHI,CAMPINAS,SP,13070270,19-98845-4447,1,não,não,sim,352326,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.626.248/0001-30,KELEN TUR LTDA - ME,"RUA CASTRO ALVES, 2063, SALA 03",CENTRO,ITAIPULANDIA,PR,85880000,45-35591234,6,não,não,sim,418200,0,0,13,0,0,0,2,0,0,0,0,2,0,0,6,0,0,299,0,0,0,0,0,0,43007
ativa,nacional,15.642.364/0001-42,BRUNO TUR TRANSPORTE E TURISMO - LTDA,RUA MA 12 N° 29 QD. 05 LT.20,RES OLINDA,GOIANIA,GO,74735350,62-3542-2421,35,não,não,sim,528466,0,0,92,0,0,0,2,0,0,0,0,2,0,0,59,0,0,2147,0,0,0,0,0,0,43007
ativa,nacional,15.654.411/0001-78,ELIAS OLIVEIRA VIAGENS E TURISMO LTDA ME,"RUA LUIZ DA GRAN, 32",CENTRO,ITAPARICA,BA,44460000,71-3681-7900,65,não,não,sim,290365,0,0,71,0,0,0,9,0,0,0,0,9,0,0,55,0,0,2394,0,0,0,0,0,0,43007
ativa,nacional,15.661.813/0001-08,CLEVERTON VINICIUS DICK E CIA LTDA- ME,AVENIDA JOSÉ PRIMOR N 333,UVARANAS,PONTA GROSSA,PR,84031320,42-33233267,8,não,não,sim,410329,0,0,52,0,0,6,3,1,0,0,0,4,0,0,47,0,0,1730,0,0,5,0,0,175,43007
ativa,nacional,15.667.913/0001-33,MULTIAMERICAN SERVIÇOS LTDA EPP,RUA MARIANO SENDRA DOS SANTOS 440201,JARDIM VINTE E CINCO DE AGOSTO,DUQUE DE CAXIAS,RJ,25010080,21-3298-8006,0,não,não,sim,339613,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43007
ativa,nacional,15.673.903/0001-00,LORIANE MANIKA YANO EIRELI - ME,"RUA ERNESTO JOSE DE PAULA, 282",SÃO MARCOS,SAO JOSÉ DOS PINHAIS,PR,83090340,41-3081-4553-3283-1633,19,não,não,sim,417626,0,0,46,0,0,3,2,0,0,0,0,2,0,0,29,0,0,1272,0,0,2,0,0,89,43007
ativa,nacional,15.696.078/0001-60,LEAL MARTINS TRANSPORTE E LOCAÇÃO DE VEICULOS LTDA - ME,"RUA URUSSUI,221",ITAIM BIBI,SAO PAULO,SP,4542051,11-976494-6668,2,não,não,sim,350666,0,0,10,0,0,0,2,0,0,0,0,2,0,0,7,0,0,62,0,0,0,0,0,0,43007
ativa,nacional,15.726.999/0001-28,VIAÇÃO VIA BRASIL FRETAMENTO E TURISMO LTDA,"AV. PREFEITO GENESIO GRAÇANO, Nº 831",IRMAOS PINTO,BARROSO,MG,36212000,32-991841932,3,não,não,sim,317613,0,0,29,0,0,0,1,0,0,0,0,1,0,0,17,0,0,670,0,0,0,0,0,0,43007
ativa,nacional,15.727.045/0001-30,CANEPPELE VIAGENS E TURISMO EIRELI,"RUA SANTA CLARA, 163, SL01",CENTRO,NOVA CANDELARIA,RS,98919000,55-996221873,6,não,não,sim,438685,0,0,11,0,0,0,2,0,0,0,0,2,0,0,8,0,0,212,0,0,0,0,0,0,43007
ativa,nacional,15.731.220/0001-62,AGUIA TURISMO EIRELI,AV SENADOR RAMOS CAIADO QD 17 LT 01,MARACANA,ANAPOLIS,GO,75040320,62-33172526,10,não,não,sim,528582,0,0,7,0,0,0,2,0,0,0,0,2,0,0,5,0,0,224,0,0,0,0,0,0,43007
ativa,nacional,15.732.103/0001-13,ALINE MOREIRA CUNHA EIRELI - ME,EXPEDITA PEREIRA SOARES 227,COLINAS DA SERRA,LAVRAS,MG,37200000,35-3826-1344,3,não,não,sim,317654,0,0,104,0,0,0,1,0,0,0,0,1,0,0,66,0,0,1837,0,0,0,0,0,0,43007
ativa,nacional,15.743.734/0001-38,TELMA DE FÁTIMA TABORDA KOSMAN EIRELI ME,"RUA CAPITÃO JULIO POMBRIO, 505. SL 02",CENTRO,IPIRANGA,PR,84450000,42-99998-0027,0,não,não,sim,412816,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43007
